8.102,9.0599
8.0884,9.0571
8.085,9.0493
8.0996,9.0613
8.1035,9.0554
8.103,9.0552
8.0942,9.0648
8.0845,9.0739
8.1084,9.0452
8.0928,9.0633
8.0942,9.0641
8.1104,9.0629
8.0868,9.0556
8.0994,9.0593
8.0902,9.064
8.0896,9.0544
8.0929,9.057
8.1001,9.0715
8.0953,9.0667
8.0935,9.0809
8.1029,9.0586
8.0886,9.068
8.1042,9.0685
8.0902,9.053
8.0986,9.0648
8.0837,9.0593
8.0997,9.067
9.4564,8.0108
9.4894,7.9889
9.4632,7.9852
9.478,7.9799
9.4763,7.9802
8.1108,9.0452
9.4688,7.9742
9.4713,7.979
9.4413,7.9987
9.4702,7.9766
9.4841,7.9852
9.475,7.9823
9.4654,7.984
9.4738,7.9918
9.4808,7.9817
9.4753,7.9853
9.4803,7.971
9.4755,7.9974
9.4692,7.9908
9.4707,7.9779
9.4572,8.0088
9.473,7.9772
9.4401,7.9947
9.4524,8.007
9.4671,7.9716
9.4476,7.9943
9.4747,7.9749
9.4714,7.9873
9.4815,7.9855
9.4701,7.9743
9.4705,7.9903
9.4486,7.9983
9.4768,7.9839
9.4959,7.9803
9.4715,7.9746
9.4716,7.9855
9.4817,7.9747
9.4759,7.9812
9.4792,7.968
9.4756,7.98
11.262,8.4081
11.263,8.4043
11.239,8.4154
11.256,8.3919
11.267,8.4051
11.266,8.4025
11.265,8.3762
11.268,8.3958
11.254,8.4007
11.246,8.4037
11.257,8.4097
11.256,8.3938
11.244,8.3946
11.272,8.4123
11.264,8.3909
11.247,8.3824
11.261,8.3941
11.252,8.3977
11.259,8.3931
11.257,8.3996
11.266,8.4
11.255,8.4031
11.266,8.3889
11.256,8.4051
11.256,8.4046
11.243,8.3968
11.25,8.3976
11.255,8.3849
11.254,8.3958
11.275,8.3904
11.259,8.4051
11.254,8.3981
11.244,8.4075
11.269,8.4143
11.257,8.3963
11.241,8.4038
11.233,8.4082
11.253,8.4061
11.26,8.4154
11.255,8.3971
16.398,9.9162
16.384,9.9355
16.396,9.9331
16.382,9.9179
16.39,9.9288
16.377,9.9297
16.383,9.9234
16.391,9.9322
16.379,9.9243
16.385,9.9273
16.387,9.9108
16.396,9.9319
16.388,9.9477
16.387,9.9106
16.396,9.9166
16.385,9.9119
16.397,9.9315
16.407,9.9443
16.387,9.9304
16.385,9.9179
16.394,9.9202
16.411,9.9189
16.392,9.9179
16.379,9.9348
16.389,9.9207
16.387,9.9127
16.383,9.9193
16.398,9.9414
16.393,9.9426
16.395,9.9329
16.392,9.93
16.393,9.9263
16.395,9.9196
16.382,9.9246
16.385,9.917
16.392,9.914
16.395,9.9158
16.391,9.9095
16.393,9.9262
16.391,9.9257
13.965,14.939
13.958,14.939
13.956,14.952
13.946,14.948
13.961,14.958
13.947,14.953
13.953,14.946
13.954,14.943
13.952,14.949
13.951,14.948
13.959,14.957
13.962,14.954
13.957,14.947
13.948,14.956
13.953,14.928
13.958,14.945
13.937,14.948
13.942,14.945
13.958,14.953
13.949,14.938
13.965,14.941
13.948,14.942
13.96,14.945
13.95,14.955
13.957,14.932
13.945,14.949
13.96,14.949
13.937,14.961
13.946,14.951
13.958,14.96
13.966,14.951
13.96,14.951
13.951,14.962
13.953,14.959
13.952,14.944
13.945,14.938
13.963,14.949
13.949,14.936
13.938,14.959
13.95,14.943
8.6355,16.272
8.6217,16.273
8.6255,16.27
8.6375,16.255
8.6309,16.269
8.6316,16.281
8.6217,16.261
8.6376,16.27
8.6341,16.273
8.635,16.272
8.6236,16.275
8.6275,16.257
8.642,16.272
8.6444,16.262
8.6295,16.256
8.6283,16.287
8.6158,16.262
8.6359,16.26
8.6236,16.267
8.6348,16.247
8.6264,16.264
8.6386,16.264
8.6229,16.262
8.6268,16.254
8.6368,16.259
8.6287,16.281
8.6194,16.263
8.6288,16.266
8.6321,16.269
8.6271,16.27
8.6253,16.272
8.6356,16.269
8.6296,16.262
8.6359,16.269
8.6255,16.257
8.6298,16.278
8.6396,16.274
8.6354,16.261
8.6154,16.258
8.6232,16.266
4.2339,12.799
4.2305,12.807
4.2066,12.798
4.2241,12.787
4.2273,12.811
4.2111,12.783
4.2227,12.796
4.2132,12.794
4.2166,12.812
4.227,12.798
4.2236,12.803
4.2245,12.803
4.2269,12.804
4.2361,12.789
4.2282,12.796
4.2163,12.803
4.235,12.788
4.2158,12.792
4.2184,12.792
4.2295,12.779
4.2192,12.788
4.2244,12.784
4.2349,12.801
4.2267,12.802
4.2317,12.788
4.2223,12.794
4.2315,12.786
4.2211,12.797
4.2264,12.795
4.2303,12.775
4.2188,12.8
4.2248,12.806
4.219,12.824
4.2242,12.791
4.2126,12.779
4.221,12.815
4.2104,12.784
4.2295,12.808
4.224,12.802
4.2653,12.82
4.2102,7.1068
4.2129,7.1195
4.2211,7.1199
4.2181,7.1096
4.2097,7.111
4.2112,7.1137
4.2178,7.1103
4.2062,7.1166
4.2205,7.1307
4.2291,7.1089
4.2149,7.1134
4.2138,7.1202
4.2236,7.1189
4.2215,7.1195
4.2215,7.1113
4.2136,7.1156
4.2151,7.1167
4.2289,7.1318
4.2248,7.1161
4.2041,7.1274
4.2389,7.1191
4.2263,7.1178
4.2343,7.118
4.2156,7.1197
4.2277,7.1118
4.1957,7.1259
4.2203,7.1053
4.2179,7.1209
4.2379,7.1091
4.2246,7.1256
4.2426,7.1152
4.2204,7.1072
4.2055,7.1161
4.2204,7.1211
4.2166,7.1204
4.2095,7.1203
4.229,7.1218
4.214,7.1173
4.2251,7.1144
4.2211,7.1205
8.6168,3.7469
8.6293,3.7492
8.6122,3.74
8.6168,3.7458
8.6092,3.7613
8.6172,3.7515
8.6304,3.7325
8.6312,3.739
8.6144,3.7353
8.6167,3.7296
8.6274,3.7613
8.6375,3.7486
8.637,3.7418
8.6236,3.7374
8.6239,3.7444
8.6242,3.7479
8.6142,3.7445
8.6293,3.7412
8.6267,3.7489
8.6145,3.7353
8.6351,3.7541
8.6308,3.7405
8.6221,3.7434
8.6232,3.7481
8.6329,3.7485
8.6282,3.7621
8.6301,3.751
8.6142,3.7377
8.6247,3.7468
8.6169,3.7516
8.5981,3.7361
8.6169,3.7567
8.6232,3.7448
8.6354,3.7471
8.6211,3.7318
8.631,3.7418
8.6289,3.7499
8.6231,3.7526
8.6342,3.7535
8.6222,3.7489
14.079,4.9975
14.09,5.0305
14.093,5.0152
14.085,5.0202
14.082,5.0376
14.094,5.0316
14.091,5.0338
14.081,5.0332
14.077,5.0222
14.077,5
14.081,5.0333
14.093,5.0259
14.09,5.0209
14.092,5.028
14.104,5.0303
14.091,5.0245
14.082,5.0242
14.095,5.0327
14.082,5.0203
14.062,5.0103
14.089,5.039
14.086,5.0158
14.066,5.0202
14.072,5.0348
14.072,5.0231
14.085,5.0188
14.077,5.0079
14.088,5.0246
14.082,5.0295
14.06,5.0183
14.072,5.0328
14.098,5.0171
14.091,5.0105
14.083,5.0281
14.093,5.0193
14.088,5.0168
14.091,5.0104
14.071,5.0291
14.094,5.0124
14.083,5.0411
